Unnamed: 0,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
29223,41.0,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,114.0,3,999,0,nonexistent,no
29224,41.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,194.0,2,999,0,nonexistent,no
29225,71.0,,single,unknown,no,yes,no,cellular,apr,fri,188.0,3,999,0,nonexistent,yes
29226,47.0,admin.,married,university.degree,unknown,yes,yes,cellular,apr,fri,126.0,2,999,0,nonexistent,no
29227,50.0,technician,married,professional.course,no,no,no,cellular,apr,fri,93.0,1,999,0,nonexistent,no
29228,34.0,technician,married,university.degree,no,no,no,cellular,apr,fri,772.0,1,999,0,nonexistent,yes
29229,28.0,,single,university.degree,no,no,no,cellular,apr,fri,69.0,1,999,0,nonexistent,no
29230,36.0,admin.,divorced,high.school,no,no,no,cellular,apr,fri,165.0,3,999,0,nonexistent,no
29231,44.0,,single,university.degree,no,yes,no,cellular,apr,fri,395.0,2,999,0,nonexistent,no
29232,34.0,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,345.0,2,999,0,nonexistent,no
29233,44.0,admin.,single,university.degree,no,no,no,cellular,apr,fri,815.0,2,999,0,nonexistent,no
29234,43.0,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,147.0,3,999,1,failure,no
29235,48.0,admin.,married,basic.4y,no,yes,no,cellular,apr,fri,224.0,3,999,2,failure,no
29236,41.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,150.0,2,999,1,failure,no
29237,25.0,student,married,university.degree,no,no,yes,cellular,apr,fri,74.0,2,999,0,nonexistent,no
29238,33.0,technician,single,high.school,no,no,no,cellular,apr,fri,124.0,2,999,0,nonexistent,no
29239,53.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,,1,999,0,nonexistent,no
29240,45.0,housemaid,married,university.degree,no,yes,no,telephone,apr,fri,460.0,2,999,1,failure,no
29241,49.0,services,divorced,high.school,no,no,no,cellular,apr,fri,300.0,3,999,1,failure,no
29242,36.0,,married,professional.course,no,yes,no,cellular,apr,fri,17.0,4,999,0,nonexistent,no
29243,33.0,self-employed,single,university.degree,no,yes,no,cellular,apr,fri,254.0,2,999,0,nonexistent,no
29244,47.0,management,married,professional.course,no,yes,no,cellular,apr,fri,239.0,2,999,1,failure,no
29245,30.0,technician,single,professional.course,no,no,no,cellular,apr,fri,73.0,2,999,0,nonexistent,no
29246,29.0,services,single,high.school,no,no,no,cellular,apr,fri,473.0,2,999,1,failure,no
29247,31.0,admin.,married,high.school,no,yes,no,cellular,apr,fri,139.0,2,999,0,nonexistent,no
29248,59.0,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,128.0,3,999,0,nonexistent,no
29249,33.0,admin.,single,high.school,no,no,no,cellular,apr,fri,405.0,2,999,0,nonexistent,no
29250,38.0,services,married,high.school,no,no,no,cellular,apr,fri,52.0,2,999,0,nonexistent,no
29251,34.0,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,153.0,3,999,0,nonexistent,no
29252,48.0,unemployed,married,high.school,no,yes,no,cellular,apr,fri,370.0,3,999,0,nonexistent,no
29253,47.0,technician,divorced,university.degree,no,no,yes,cellular,apr,fri,642.0,2,999,1,failure,no
29254,38.0,technician,married,professional.course,unknown,no,no,cellular,apr,fri,232.0,2,999,0,nonexistent,no
29255,29.0,student,single,unknown,no,yes,no,cellular,apr,fri,,5,999,0,nonexistent,yes
29256,34.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,333.0,2,999,0,nonexistent,no
29257,36.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,413.0,2,999,0,nonexistent,no
29258,33.0,,married,,no,no,yes,cellular,apr,fri,163.0,2,999,0,nonexistent,no
29259,36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,apr,fri,599.0,4,999,0,nonexistent,no
29260,31.0,admin.,married,high.school,no,no,no,cellular,apr,fri,246.0,2,999,0,nonexistent,no
29261,36.0,technician,married,professional.course,unknown,no,no,cellular,apr,fri,322.0,2,999,0,nonexistent,no
29262,28.0,technician,single,,no,no,no,cellular,apr,fri,232.0,2,999,0,nonexistent,no
29263,75.0,housemaid,divorced,basic.4y,no,no,no,cellular,apr,fri,95.0,4,999,0,nonexistent,no
29264,37.0,technician,married,professional.course,no,no,no,cellular,apr,fri,181.0,2,999,0,nonexistent,no
29265,34.0,entrepreneur,married,university.degree,no,yes,no,cellular,apr,fri,104.0,3,999,0,nonexistent,yes
29266,30.0,services,single,professional.course,no,yes,no,cellular,apr,fri,186.0,2,999,0,nonexistent,no
29267,47.0,technician,single,university.degree,no,no,no,cellular,apr,fri,115.0,2,999,0,nonexistent,no
29268,37.0,admin.,married,high.school,no,yes,no,cellular,apr,fri,598.0,1,999,1,failure,no
29269,36.0,admin.,divorced,high.school,no,yes,no,cellular,apr,fri,323.0,2,999,1,failure,no
29270,36.0,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,273.0,2,999,1,failure,no
29271,43.0,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,160.0,2,999,0,nonexistent,no
29272,28.0,services,married,high.school,no,no,no,cellular,apr,fri,134.0,3,999,0,nonexistent,no
29273,57.0,retired,married,basic.6y,unknown,no,no,cellular,apr,fri,203.0,2,999,1,failure,no
29274,51.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,fri,541.0,2,999,1,failure,no
29275,40.0,blue-collar,single,basic.6y,unknown,no,yes,cellular,apr,fri,266.0,2,999,0,nonexistent,no
29276,49.0,technician,married,unknown,no,no,no,cellular,apr,fri,378.0,1,999,0,nonexistent,yes
29277,33.0,admin.,married,high.school,unknown,no,no,cellular,apr,fri,220.0,6,999,0,nonexistent,no
29278,37.0,services,married,high.school,no,no,no,cellular,apr,fri,606.0,2,1,1,success,no
29279,48.0,services,single,high.school,no,no,no,cellular,apr,fri,105.0,3,999,0,nonexistent,no
29280,26.0,technician,single,professional.course,no,yes,no,cellular,apr,fri,378.0,1,999,0,nonexistent,yes
29281,60.0,admin.,married,university.degree,no,no,no,cellular,apr,fri,246.0,3,999,0,nonexistent,no
29282,37.0,entrepreneur,married,basic.4y,no,yes,no,cellular,apr,fri,1130.0,3,999,0,nonexistent,no
29283,39.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,156.0,2,999,0,nonexistent,no
29284,55.0,management,married,university.degree,no,yes,no,cellular,apr,fri,949.0,2,999,0,nonexistent,yes
29285,44.0,services,single,high.school,no,no,no,cellular,apr,fri,276.0,2,999,1,failure,no
29286,,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,2926.0,2,999,0,nonexistent,yes
29287,49.0,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,88.0,3,999,0,nonexistent,no
29288,40.0,,single,basic.6y,unknown,yes,no,cellular,apr,fri,155.0,3,999,1,failure,no
29289,39.0,services,married,high.school,no,no,no,cellular,apr,fri,185.0,2,999,0,nonexistent,no
29290,39.0,management,single,university.degree,no,no,no,cellular,apr,fri,278.0,1,999,0,nonexistent,no
29291,,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,fri,273.0,2,999,1,failure,no
29292,55.0,,married,university.degree,no,no,no,cellular,apr,fri,171.0,2,999,0,nonexistent,no
29293,42.0,admin.,single,high.school,no,no,no,cellular,apr,fri,166.0,2,999,0,nonexistent,no
29294,24.0,services,single,high.school,no,no,yes,cellular,apr,fri,1426.0,2,999,1,failure,no
29295,47.0,admin.,married,basic.9y,no,yes,yes,cellular,apr,fri,795.0,3,999,1,failure,no
29296,49.0,admin.,single,basic.6y,no,yes,yes,cellular,apr,fri,441.0,2,999,0,nonexistent,no
29297,37.0,services,married,high.school,no,yes,yes,cellular,apr,fri,398.0,2,999,0,nonexistent,no
29298,32.0,services,married,high.school,no,no,yes,cellular,apr,fri,340.0,2,999,0,nonexistent,no
29299,31.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,308.0,2,999,0,nonexistent,no
29300,36.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,218.0,4,999,0,nonexistent,no
29301,37.0,management,divorced,high.school,no,yes,no,cellular,apr,fri,647.0,2,999,0,nonexistent,no
29302,41.0,admin.,married,high.school,no,no,yes,cellular,apr,fri,57.0,2,999,0,nonexistent,no
29303,30.0,student,single,professional.course,no,no,yes,cellular,apr,fri,170.0,2,999,1,failure,no
29304,45.0,blue-collar,married,unknown,no,yes,no,cellular,apr,fri,666.0,3,999,1,failure,no
29305,38.0,,married,basic.4y,no,no,yes,cellular,apr,fri,244.0,2,999,0,nonexistent,no
29306,35.0,admin.,single,high.school,no,no,no,cellular,apr,fri,146.0,2,5,2,success,no
29307,37.0,technician,divorced,,no,no,yes,telephone,apr,fri,318.0,2,999,0,nonexistent,no
29308,55.0,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,fri,278.0,2,999,0,nonexistent,no
29309,33.0,admin.,single,university.degree,no,no,no,cellular,apr,fri,426.0,5,999,1,failure,no
29310,35.0,blue-collar,married,basic.6y,no,no,yes,cellular,apr,fri,229.0,3,999,0,nonexistent,no
29311,38.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,74.0,2,999,1,failure,no
29312,37.0,blue-collar,married,,no,no,yes,cellular,apr,fri,1184.0,2,999,0,nonexistent,no
29313,41.0,admin.,single,unknown,unknown,yes,no,cellular,apr,fri,464.0,2,999,0,nonexistent,no
29314,35.0,admin.,single,university.degree,no,yes,no,cellular,apr,fri,334.0,2,999,1,failure,no
29315,38.0,blue-collar,married,basic.9y,unknown,no,yes,cellular,apr,fri,61.0,2,999,2,failure,no
29316,37.0,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,2053.0,2,999,0,nonexistent,no
29317,46.0,entrepreneur,married,professional.course,no,no,yes,cellular,apr,fri,69.0,2,999,0,nonexistent,no
29318,42.0,services,married,high.school,no,no,no,cellular,apr,fri,277.0,2,999,0,nonexistent,no
29319,36.0,,married,basic.9y,no,yes,no,cellular,apr,fri,1064.0,3,999,1,failure,no
29320,46.0,blue-collar,single,basic.4y,no,unknown,unknown,cellular,apr,fri,163.0,2,999,1,failure,no
29321,40.0,services,divorced,high.school,no,yes,no,telephone,apr,fri,501.0,3,999,0,nonexistent,no
29322,36.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,245.0,5,999,0,nonexistent,no
29323,29.0,entrepreneur,single,university.degree,no,yes,no,cellular,apr,fri,738.0,2,999,0,nonexistent,no
29324,55.0,retired,married,high.school,unknown,yes,no,cellular,apr,fri,87.0,2,999,1,failure,no
29325,43.0,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,335.0,2,999,0,nonexistent,no
29326,34.0,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,fri,204.0,5,999,0,nonexistent,no
29327,34.0,management,divorced,professional.course,no,yes,no,cellular,apr,fri,140.0,2,999,0,nonexistent,no
29328,33.0,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,446.0,2,999,0,nonexistent,no
29329,45.0,services,single,unknown,no,yes,no,cellular,apr,fri,164.0,4,999,0,nonexistent,yes
29330,40.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,179.0,2,999,0,nonexistent,no
29331,32.0,blue-collar,single,,no,no,no,cellular,apr,fri,151.0,4,999,1,failure,no
29332,46.0,entrepreneur,married,professional.course,no,yes,yes,cellular,apr,fri,65.0,3,999,0,nonexistent,no
29333,40.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,174.0,2,999,0,nonexistent,no
29334,40.0,admin.,married,university.degree,no,yes,no,cellular,apr,fri,489.0,3,999,0,nonexistent,no
29335,29.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,758.0,2,999,0,nonexistent,no
29336,36.0,services,married,high.school,no,no,no,cellular,apr,fri,469.0,3,999,0,nonexistent,no
29337,27.0,unemployed,single,basic.9y,no,no,no,cellular,apr,fri,48.0,2,999,1,failure,no
29338,40.0,,married,high.school,no,no,no,cellular,apr,fri,368.0,6,999,1,failure,no
29339,29.0,,single,university.degree,no,no,no,telephone,apr,fri,48.0,2,999,0,nonexistent,no
29340,42.0,blue-collar,single,unknown,no,no,no,cellular,apr,fri,54.0,2,999,0,nonexistent,no
29341,53.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,fri,342.0,2,999,0,nonexistent,no
29342,46.0,,married,university.degree,unknown,no,no,cellular,apr,fri,183.0,3,999,1,failure,no
29343,33.0,services,single,high.school,no,yes,no,cellular,apr,fri,73.0,2,999,0,nonexistent,no
29344,43.0,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,315.0,2,999,0,nonexistent,no
29345,28.0,admin.,single,university.degree,no,no,no,telephone,apr,fri,394.0,2,999,0,nonexistent,yes
29346,45.0,admin.,married,high.school,no,yes,yes,cellular,apr,fri,636.0,3,999,0,nonexistent,yes
29347,22.0,student,single,high.school,no,yes,no,cellular,apr,fri,14.0,3,999,0,nonexistent,no
29348,38.0,technician,divorced,high.school,no,no,no,telephone,apr,fri,320.0,3,6,1,success,yes
29349,26.0,technician,single,professional.course,no,yes,no,telephone,apr,fri,100.0,2,999,0,nonexistent,no
29350,34.0,admin.,divorced,high.school,no,yes,yes,cellular,apr,fri,238.0,2,999,0,nonexistent,no
29351,35.0,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,317.0,2,999,1,failure,no
29352,39.0,management,single,university.degree,no,yes,no,cellular,apr,fri,271.0,2,999,0,nonexistent,yes
29353,40.0,admin.,single,high.school,no,yes,no,cellular,apr,fri,202.0,3,999,1,failure,no
29354,37.0,blue-collar,single,basic.6y,no,yes,no,cellular,apr,fri,99.0,2,999,0,nonexistent,no
29355,41.0,blue-collar,married,unknown,unknown,yes,no,cellular,apr,fri,50.0,2,999,1,failure,no
29356,29.0,admin.,divorced,basic.9y,no,yes,no,cellular,apr,fri,321.0,2,999,0,nonexistent,no
29357,36.0,,single,high.school,no,yes,no,cellular,apr,fri,202.0,2,999,0,nonexistent,no
29358,39.0,management,married,university.degree,no,no,yes,cellular,apr,fri,177.0,3,999,0,nonexistent,no
29359,42.0,services,divorced,unknown,no,no,no,cellular,apr,fri,211.0,2,999,1,failure,no
29360,22.0,admin.,married,high.school,no,no,yes,cellular,apr,fri,108.0,2,999,1,failure,no
29361,35.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,672.0,3,999,0,nonexistent,no
29362,44.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,apr,fri,225.0,3,999,2,failure,no
29363,39.0,management,single,university.degree,no,no,no,cellular,apr,fri,952.0,2,999,1,failure,no
29364,45.0,blue-collar,married,unknown,no,no,no,cellular,apr,fri,119.0,2,999,0,nonexistent,no
29365,38.0,management,divorced,university.degree,no,no,yes,cellular,apr,fri,131.0,2,999,0,nonexistent,no
29366,34.0,technician,married,professional.course,no,yes,no,cellular,apr,fri,171.0,2,999,0,nonexistent,no
29367,36.0,technician,married,professional.course,no,no,yes,cellular,apr,fri,239.0,2,999,0,nonexistent,no
29368,36.0,admin.,single,high.school,no,no,no,cellular,apr,fri,193.0,3,999,0,nonexistent,no
29369,42.0,,single,high.school,no,no,no,cellular,apr,fri,544.0,3,999,1,failure,no
29370,48.0,admin.,divorced,high.school,no,no,yes,cellular,apr,fri,2139.0,3,999,0,nonexistent,yes
29371,60.0,retired,married,basic.4y,unknown,yes,no,cellular,apr,fri,314.0,2,999,0,nonexistent,yes
29372,41.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,fri,1038.0,2,999,0,nonexistent,no
29373,40.0,self-employed,married,,no,no,no,cellular,apr,fri,625.0,3,999,0,nonexistent,no
29374,31.0,student,single,high.school,no,yes,no,cellular,apr,fri,756.0,3,999,0,nonexistent,no
29375,41.0,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,191.0,4,999,1,failure,no
29376,40.0,entrepreneur,married,basic.9y,no,yes,no,cellular,apr,fri,1013.0,2,999,0,nonexistent,no
29377,33.0,admin.,divorced,high.school,no,no,no,telephone,apr,fri,392.0,3,999,0,nonexistent,no
29378,49.0,technician,married,unknown,no,no,no,cellular,apr,fri,119.0,3,999,0,nonexistent,no
29379,50.0,management,married,basic.6y,no,no,no,cellular,apr,fri,324.0,4,999,0,nonexistent,no
29380,36.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,427.0,2,999,1,failure,no
29381,34.0,technician,divorced,professional.course,no,yes,yes,cellular,apr,fri,180.0,2,999,1,failure,no
29382,43.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,fri,200.0,2,999,0,nonexistent,no
29383,29.0,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,660.0,3,999,0,nonexistent,no
29384,45.0,services,single,unknown,no,no,no,telephone,apr,fri,541.0,1,999,0,nonexistent,yes
29385,35.0,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,114.0,2,999,0,nonexistent,no
29386,36.0,services,married,high.school,no,no,no,cellular,apr,fri,291.0,4,999,1,failure,no
29387,39.0,admin.,married,university.degree,no,no,yes,cellular,apr,fri,72.0,2,999,1,failure,no
29388,41.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,184.0,4,999,0,nonexistent,no
29389,39.0,admin.,married,,no,yes,no,cellular,apr,fri,479.0,2,999,0,nonexistent,no
29390,33.0,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,114.0,2,999,0,nonexistent,no
29391,37.0,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,196.0,2,999,1,failure,no
29392,33.0,technician,single,professional.course,no,no,no,cellular,apr,mon,148.0,2,999,0,nonexistent,no
29393,45.0,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,158.0,2,999,0,nonexistent,yes
29394,34.0,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,12.0,5,999,0,nonexistent,no
29395,37.0,services,married,high.school,no,yes,yes,cellular,apr,mon,345.0,2,999,0,nonexistent,no
29396,38.0,services,married,high.school,no,no,no,cellular,apr,mon,95.0,3,999,1,failure,no
29397,32.0,admin.,married,high.school,no,no,no,cellular,apr,mon,9.0,5,999,0,nonexistent,no
29398,58.0,technician,married,professional.course,unknown,yes,no,cellular,apr,mon,,2,999,0,nonexistent,no
29399,34.0,self-employed,single,university.degree,no,yes,yes,cellular,apr,mon,152.0,2,999,0,nonexistent,no
29400,36.0,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,415.0,2,999,0,nonexistent,no
29401,19.0,student,single,unknown,no,yes,yes,cellular,apr,mon,206.0,1,999,0,nonexistent,yes
29402,46.0,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,mon,630.0,3,999,0,nonexistent,no
29403,60.0,retired,married,basic.6y,no,yes,yes,telephone,apr,mon,384.0,5,999,0,nonexistent,no
29404,32.0,technician,married,professional.course,no,no,no,cellular,apr,mon,322.0,2,999,1,failure,no
29405,38.0,blue-collar,married,basic.4y,no,no,yes,cellular,apr,mon,287.0,3,999,0,nonexistent,no
29406,45.0,services,married,high.school,unknown,yes,no,cellular,apr,mon,184.0,2,999,1,failure,no
29407,19.0,student,single,unknown,no,yes,no,cellular,apr,mon,438.0,1,999,0,nonexistent,yes
29408,40.0,services,single,high.school,no,no,no,cellular,apr,mon,1332.0,2,999,0,nonexistent,yes
29409,31.0,management,married,,unknown,no,no,cellular,apr,mon,397.0,3,999,0,nonexistent,no
29410,28.0,entrepreneur,married,university.degree,unknown,no,no,cellular,apr,mon,774.0,2,999,0,nonexistent,no
29411,43.0,services,married,high.school,no,no,no,cellular,apr,mon,390.0,1,999,0,nonexistent,no
29412,25.0,self-employed,divorced,university.degree,no,yes,no,telephone,apr,mon,173.0,2,999,0,nonexistent,no
29413,40.0,technician,single,professional.course,no,yes,no,cellular,apr,mon,430.0,1,999,0,nonexistent,no
29414,51.0,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,12.0,5,999,0,nonexistent,no
29415,68.0,retired,married,high.school,no,no,yes,cellular,apr,mon,263.0,2,999,0,nonexistent,no
29416,49.0,entrepreneur,married,basic.4y,no,no,no,cellular,apr,mon,383.0,1,999,0,nonexistent,no
29417,42.0,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,360.0,1,999,0,nonexistent,no
29418,47.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,311.0,1,999,0,nonexistent,no
29419,40.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,mon,88.0,1,999,1,failure,no
29420,35.0,technician,married,university.degree,no,no,no,cellular,apr,mon,124.0,1,999,0,nonexistent,no
29421,48.0,services,single,high.school,no,yes,no,cellular,apr,mon,1202.0,3,999,0,nonexistent,yes
29422,47.0,blue-collar,married,,no,yes,yes,cellular,apr,mon,390.0,1,999,0,nonexistent,no
29423,32.0,technician,divorced,basic.9y,no,no,no,cellular,apr,mon,105.0,1,999,0,nonexistent,no
29424,30.0,student,single,university.degree,no,yes,yes,telephone,apr,mon,37.0,1,999,0,nonexistent,no
29425,45.0,services,married,high.school,unknown,yes,no,cellular,apr,mon,79.0,1,999,1,failure,no
29426,32.0,services,married,high.school,no,yes,no,cellular,apr,mon,14.0,1,999,0,nonexistent,no
29427,36.0,admin.,married,university.degree,no,yes,no,cellular,apr,mon,506.0,2,999,0,nonexistent,no
29428,49.0,management,married,university.degree,no,no,no,cellular,apr,mon,257.0,1,999,0,nonexistent,no
29429,36.0,management,single,high.school,no,no,no,cellular,apr,mon,150.0,2,999,0,nonexistent,no
29430,37.0,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,mon,156.0,1,999,0,nonexistent,no
29431,46.0,entrepreneur,single,university.degree,no,yes,yes,cellular,apr,mon,142.0,12,999,1,failure,no
29432,48.0,services,married,,no,no,no,cellular,apr,mon,1112.0,3,999,0,nonexistent,yes
29433,45.0,blue-collar,married,basic.4y,no,yes,no,telephone,apr,mon,169.0,1,999,0,nonexistent,no
29434,36.0,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,339.0,1,999,0,nonexistent,no
29435,42.0,admin.,divorced,high.school,no,no,no,cellular,apr,mon,220.0,1,999,0,nonexistent,no
29436,52.0,retired,married,high.school,no,yes,no,cellular,apr,mon,525.0,1,999,0,nonexistent,no
29437,40.0,blue-collar,married,basic.6y,no,yes,no,cellular,apr,mon,374.0,3,999,0,nonexistent,no
29438,33.0,blue-collar,single,basic.4y,no,no,no,cellular,apr,mon,210.0,1,999,0,nonexistent,no
29439,36.0,unemployed,single,professional.course,unknown,yes,no,cellular,apr,mon,533.0,1,999,0,nonexistent,no
29440,24.0,technician,single,high.school,no,yes,no,cellular,apr,mon,390.0,1,999,0,nonexistent,no
29441,32.0,management,single,university.degree,no,yes,no,cellular,apr,mon,122.0,3,999,0,nonexistent,no
29442,36.0,blue-collar,single,professional.course,unknown,yes,yes,telephone,apr,mon,73.0,3,999,1,failure,no
29443,34.0,services,single,basic.6y,no,yes,no,cellular,apr,mon,249.0,1,999,0,nonexistent,no
29444,38.0,technician,married,professional.course,no,yes,no,cellular,apr,mon,136.0,3,999,0,nonexistent,no
29445,37.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,186.0,3,999,0,nonexistent,no
29446,42.0,admin.,married,basic.9y,no,no,no,telephone,apr,mon,406.0,3,999,1,failure,no
29447,30.0,,married,high.school,no,no,no,cellular,apr,mon,566.0,1,999,0,nonexistent,no
29448,56.0,blue-collar,married,basic.6y,no,yes,yes,cellular,apr,mon,223.0,1,999,0,nonexistent,no
29449,39.0,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,421.0,4,999,0,nonexistent,no
29450,40.0,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,83.0,5,999,0,nonexistent,no
29451,25.0,self-employed,divorced,university.degree,no,yes,no,cellular,apr,mon,227.0,5,999,0,nonexistent,yes
29452,59.0,self-employed,married,professional.course,no,yes,no,cellular,apr,mon,860.0,1,999,0,nonexistent,yes
29453,29.0,technician,single,university.degree,no,no,no,cellular,apr,mon,354.0,1,999,0,nonexistent,no
29454,35.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,207.0,1,999,1,failure,no
29455,39.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,mon,68.0,1,999,0,nonexistent,no
29456,53.0,blue-collar,married,high.school,unknown,yes,yes,cellular,apr,mon,62.0,4,999,0,nonexistent,no
29457,38.0,technician,single,professional.course,no,no,no,cellular,apr,mon,17.0,6,999,0,nonexistent,no
29458,46.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,mon,89.0,3,999,1,failure,no
29459,47.0,technician,married,high.school,unknown,no,no,cellular,apr,mon,267.0,2,999,1,failure,no
29460,29.0,services,single,high.school,no,no,no,cellular,apr,mon,386.0,2,999,1,failure,no
29461,53.0,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,193.0,1,999,0,nonexistent,no
29462,59.0,self-employed,married,professional.course,no,unknown,unknown,cellular,apr,mon,69.0,3,999,0,nonexistent,no
29463,35.0,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,mon,214.0,1,999,1,failure,no
29464,41.0,blue-collar,married,high.school,no,no,no,cellular,apr,mon,239.0,1,999,0,nonexistent,no
29465,40.0,blue-collar,married,basic.4y,no,no,no,cellular,apr,mon,1550.0,1,999,0,nonexistent,yes
29466,42.0,blue-collar,single,unknown,unknown,no,no,cellular,apr,mon,241.0,1,999,0,nonexistent,no
29467,35.0,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,29.0,3,999,1,failure,no
29468,38.0,admin.,married,high.school,unknown,no,no,telephone,apr,mon,121.0,4,999,0,nonexistent,no
29469,26.0,admin.,married,high.school,no,yes,no,cellular,apr,mon,61.0,1,999,0,nonexistent,no
29470,42.0,,married,high.school,no,yes,yes,cellular,apr,mon,234.0,5,999,0,nonexistent,no
29471,35.0,technician,married,university.degree,no,yes,no,cellular,apr,mon,185.0,3,999,1,failure,no
29472,44.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,399.0,1,999,0,nonexistent,no
29473,31.0,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,19.0,6,999,0,nonexistent,no
29474,34.0,blue-collar,married,basic.9y,no,no,yes,cellular,apr,mon,96.0,1,999,0,nonexistent,no
29475,31.0,blue-collar,single,,no,yes,yes,cellular,apr,mon,218.0,1,999,0,nonexistent,no
29476,43.0,technician,divorced,professional.course,unknown,no,no,cellular,apr,mon,131.0,2,999,1,failure,no
29477,43.0,services,married,high.school,no,no,no,cellular,apr,mon,26.0,3,999,0,nonexistent,no
29478,51.0,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,mon,143.0,2,999,0,nonexistent,no
29479,39.0,admin.,single,high.school,no,no,no,cellular,apr,mon,159.0,2,999,0,nonexistent,no
29480,31.0,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,386.0,1,999,0,nonexistent,no
29481,41.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,279.0,1,999,0,nonexistent,no
29482,29.0,admin.,married,,no,yes,yes,cellular,apr,mon,245.0,1,999,0,nonexistent,no
29483,31.0,admin.,single,university.degree,no,yes,no,cellular,apr,mon,201.0,3,999,0,nonexistent,no
29484,44.0,,married,basic.6y,no,no,no,cellular,apr,mon,428.0,1,999,0,nonexistent,no
29485,29.0,self-employed,single,university.degree,no,yes,no,cellular,apr,mon,128.0,1,999,0,nonexistent,no
29486,30.0,student,single,high.school,no,yes,no,cellular,apr,mon,7.0,6,999,1,failure,no
29487,46.0,entrepreneur,married,unknown,no,yes,no,cellular,apr,mon,466.0,3,999,0,nonexistent,no
